MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,OceanProximity,MedianHouseValue
2.019,17.3,2.81,0.36,1374.0,3.96,39.442,-119.056,<1H OCEAN,202.0
1.936,14.2,2.38,0.49,617.0,4.38,38.697,-116.899,INLAND,104.7
3.09,18.3,3.7,0.79,1700.0,3.9,36.828,-121.88,INLAND,135.2
4.598,9.3,5.73,1.18,707.0,3.7,36.136,-123.265,<1H OCEAN,199.8
4.407,21.6,6.02,1.25,1260.0,3.45,41.443,-122.544,<1H OCEAN,241.7
4.252,47.1,5.23,1.16,6093.0,3.85,41.733,-115.753,INLAND,216.2
3.385,12.4,4.71,0.85,631.0,2.79,38.687,-117.242,<1H OCEAN,201.5
5.66,35.9,5.78,1.12,3400.0,1.55,34.374,-122.319,INLAND,228.9
6.29,8.2,7.71,1.41,664.0,3.61,36.755,-117.139,INLAND,245.0
1.542,19.0,2.0,0.44,1133.0,3.31,37.217,-117.214,<1H OCEAN,140.5
2.248,17.4,2.0,0.52,939.0,1.88,39.701,-114.323,<1H OCEAN,165.7
9.437,48.8,10.57,2.06,2034.0,1.25,38.844,-120.384,<1H OCEAN,485.4
2.97,22.8,3.79,0.83,276.0,3.07,37.391,-115.651,INLAND,139.4
3.023,36.2,3.68,0.66,1384.0,2.88,38.963,-119.836,<1H OCEAN,199.2
1.911,31.7,2.69,0.6,1916.0,2.81,32.729,-115.322,NEAR OCEAN,202.0
5.744,8.2,5.59,0.9,967.0,3.46,39.878,-123.384,NEAR OCEAN,328.2
10.78,48.9,12.0,2.55,334.0,2.4,34.511,-122.547,<1H OCEAN,489.7
1.914,18.6,2.84,0.46,537.0,3.55,38.736,-115.8,NEAR OCEAN,211.9
5.952,3.3,6.45,1.31,1566.0,3.56,33.583,-116.107,INLAND,259.1
1.738,16.3,2.79,0.7,2910.0,0.87,33.587,-121.246,<1H OCEAN,141.0
5.453,18.1,7.44,1.37,857.0,2.95,32.839,-118.332,INLAND,205.2
1.763,5.7,2.0,0.58,1186.0,3.16,41.147,-120.473,INLAND,91.9
0.751,32.6,2.0,0.61,511.0,3.6,38.243,-124.197,<1H OCEAN,97.3
9.375,18.7,11.35,2.34,838.0,3.44,35.939,-124.039,<1H OCEAN,456.6
2.43,33.1,2.02,0.41,693.0,1.6,39.984,-123.757,<1H OCEAN,184.6
1.173,1.3,2.0,0.38,1479.0,3.08,38.448,-118.359,<1H OCEAN,91.2
3.638,51.1,5.07,1.07,5216.0,2.79,38.391,-121.508,<1H OCEAN,257.4
4.636,9.7,5.13,1.1,2214.0,3.86,37.127,-122.861,INLAND,169.4
6.092,34.6,8.22,1.44,456.0,2.04,32.575,-114.889,<1H OCEAN,322.5
2.873,37.5,3.63,0.7,1234.0,3.0,34.955,-123.087,<1H OCEAN,228.1
2.768,9.8,2.93,0.53,282.0,3.7,33.536,-117.56,<1H OCEAN,178.2
2.451,6.7,2.96,0.52,540.0,3.61,38.793,-115.358,NEAR OCEAN,211.7
3.428,8.8,3.38,0.61,427.0,2.88,34.862,-122.662,<1H OCEAN,195.7
4.932,13.6,6.13,1.1,691.0,3.94,36.777,-122.153,<1H OCEAN,257.7
3.983,9.6,4.68,1.09,1563.0,2.42,35.858,-118.562,INLAND,142.6
2.392,35.4,2.66,0.47,1030.0,3.59,33.86,-119.216,INLAND,120.8
3.325,22.5,3.27,0.64,3442.0,3.72,41.605,-119.09,INLAND,164.5
1.409,28.4,2.0,0.37,487.0,1.91,41.367,-118.753,<1H OCEAN,107.2
2.924,3.4,3.61,0.67,743.0,4.04,33.304,-114.801,<1H OCEAN,150.4
2.681,44.9,2.53,0.55,680.0,1.68,40.36,-123.762,<1H OCEAN,201.6
6.12,9.7,7.88,1.55,523.0,3.3,37.14,-116.696,INLAND,269.1
3.641,19.4,4.51,0.96,6184.0,2.62,39.85,-121.975,<1H OCEAN,251.4
2.949,4.7,3.11,0.78,788.0,3.81,33.936,-120.563,<1H OCEAN,166.2
3.198,8.0,3.79,0.65,3586.0,3.26,33.757,-123.407,INLAND,129.4
2.923,35.0,3.93,0.82,794.0,4.43,40.962,-119.844,<1H OCEAN,211.5
1.606,36.3,2.61,0.55,474.0,3.91,41.029,-116.258,INLAND,104.7
4.879,35.5,6.65,1.21,352.0,3.11,36.926,-123.313,<1H OCEAN,268.4
0.547,29.2,2.0,0.46,2522.0,3.96,40.766,-121.544,NEAR BAY,94.6
2.417,49.6,2.23,0.42,239.0,2.92,38.841,-120.569,NEAR BAY,173.8
1.989,26.9,2.03,0.56,4202.0,2.13,34.258,-123.261,NEAR OCEAN,167.9
2.452,23.9,2.24,0.55,850.0,2.63,35.625,-116.677,NEAR BAY,164.5
4.817,13.6,6.33,1.27,541.0,2.91,33.793,-116.431,<1H OCEAN,284.0
2.965,6.0,3.47,0.67,1353.0,0.51,39.853,-115.941,INLAND,109.1
3.228,29.0,4.5,1.07,371.0,4.11,41.86,-118.461,<1H OCEAN,173.6
4.659,17.1,4.88,0.92,290.0,2.92,37.691,-119.228,INLAND,179.9
4.465,27.7,5.01,1.03,2311.0,3.77,38.731,-121.674,<1H OCEAN,261.4
4.28,11.5,4.74,0.94,863.0,3.13,39.588,-117.748,<1H OCEAN,239.0
3.26,43.7,4.53,1.03,1076.0,1.77,34.63,-119.854,NEAR BAY,240.8
5.909,52.0,7.44,1.62,433.0,3.06,35.692,-114.592,<1H OCEAN,349.2
1.947,17.4,2.0,0.45,276.0,2.9,36.417,-114.618,INLAND,97.8
2.95,44.0,3.31,0.61,750.0,2.45,38.149,-115.248,INLAND,166.2
2.492,45.5,3.47,0.68,1047.0,2.69,40.58,-120.699,<1H OCEAN,171.1
2.574,51.8,3.65,0.61,1940.0,3.02,34.915,-120.62,INLAND,158.2
1.786,18.5,2.35,0.49,1034.0,1.04,36.973,-115.773,<1H OCEAN,134.1
5.233,39.6,6.37,1.19,2031.0,3.29,39.64,-117.009,NEAR BAY,308.0
4.539,12.7,4.98,1.22,347.0,3.48,33.33,-117.256,NEAR BAY,250.1
2.899,32.9,4.01,0.75,279.0,3.4,37.372,-121.504,INLAND,132.8
4.133,36.9,4.36,0.97,408.0,2.77,33.872,-115.967,NEAR OCEAN,262.9
5.415,38.8,5.69,1.29,1974.0,4.57,37.622,-118.506,<1H OCEAN,287.6
7.408,11.6,8.99,1.88,1909.0,3.41,39.794,-119.831,<1H OCEAN,359.3
1.313,44.3,2.0,0.35,383.0,2.67,34.751,-115.646,<1H OCEAN,121.6
3.017,22.5,3.98,0.74,238.0,2.01,40.57,-120.358,INLAND,135.6
6.292,12.0,7.79,1.85,1587.0,1.91,35.681,-117.761,<1H OCEAN,333.0
9.732,28.7,12.0,2.6,2520.0,3.32,34.312,-119.641,INLAND,435.7
3.921,45.0,4.91,1.01,1883.0,3.58,36.921,-118.373,INLAND,202.4
5.15,50.3,6.71,1.31,472.0,3.1,40.823,-123.895,<1H OCEAN,323.5
0.367,39.2,2.0,0.31,1252.0,2.95,33.155,-119.689,<1H OCEAN,70.7
4.042,1.3,5.21,0.98,1899.0,2.73,35.612,-118.735,<1H OCEAN,238.7
2.835,7.9,3.26,0.72,555.0,3.39,38.705,-119.373,NEAR OCEAN,182.5
4.866,4.9,5.59,1.35,1100.0,2.38,35.897,-115.826,<1H OCEAN,248.8
7.662,6.2,8.74,1.74,653.0,2.98,33.173,-121.189,<1H OCEAN,345.2
3.239,20.5,4.66,1.05,507.0,3.07,35.654,-115.459,NEAR OCEAN,250.8
3.144,18.3,3.77,0.84,4392.0,3.46,40.299,-120.265,<1H OCEAN,159.1
2.257,6.8,2.31,0.43,3124.0,2.35,41.696,-117.355,<1H OCEAN,110.4
0.567,46.0,2.0,0.5,908.0,2.2,32.878,-123.433,INLAND,46.4
2.375,32.4,2.63,0.63,377.0,3.04,37.908,-122.298,INLAND,106.4
1.245,41.6,2.0,0.49,1762.0,3.17,33.5,-116.688,INLAND,71.7
1.344,19.9,3.06,0.57,554.0,3.0,38.964,-124.177,<1H OCEAN,106.2
4.082,21.9,4.29,0.93,421.0,0.83,32.575,-114.615,<1H OCEAN,244.6
1.483,17.2,2.71,0.66,777.0,3.27,32.64,-122.394,INLAND,71.4
3.408,23.4,3.68,0.83,1106.0,5.05,39.88,-115.287,<1H OCEAN,236.0
9.105,32.1,11.24,2.36,323.0,3.73,33.207,-119.141,NEAR OCEAN,484.5
2.566,26.1,3.03,0.59,1218.0,1.44,35.399,-118.654,<1H OCEAN,191.2
1.349,43.7,2.0,0.51,219.0,2.68,41.601,-123.459,<1H OCEAN,150.5
7.892,46.9,8.78,1.88,2869.0,2.84,41.86,-120.648,<1H OCEAN,385.3
1.744,25.0,2.0,0.35,3242.0,2.74,34.033,-122.738,NEAR OCEAN,169.3
2.436,13.2,3.31,0.52,1785.0,2.01,37.829,-119.041,INLAND,127.9
5.7,49.2,5.95,1.35,954.0,2.29,37.812,-118.793,INLAND,231.8
1.568,38.5,2.0,0.35,553.0,3.75,36.798,-117.203,INLAND,103.3
2.305,33.6,2.72,0.47,1836.0,3.6,41.285,-115.517,<1H OCEAN,165.5
1.508,39.0,2.0,0.42,3422.0,2.91,39.663,-119.618,INLAND,76.6
5.654,4.9,6.2,1.21,407.0,3.76,39.763,-121.966,<1H OCEAN,274.7
1.464,4.4,2.0,0.21,952.0,2.47,35.061,-120.964,<1H OCEAN,144.5
4.398,8.8,4.19,0.93,654.0,2.73,36.626,-115.829,<1H OCEAN,198.5
3.045,8.5,2.95,0.68,729.0,2.71,37.131,-122.841,<1H OCEAN,154.2
2.222,22.5,3.34,0.56,825.0,1.76,35.34,-118.027,<1H OCEAN,118.1
3.003,9.0,4.08,0.81,3839.0,2.8,33.401,-124.169,<1H OCEAN,168.6
2.458,44.6,4.08,0.71,559.0,4.31,33.7,-121.843,<1H OCEAN,171.5
1.941,30.5,2.63,0.44,1014.0,4.22,34.216,-118.386,NEAR BAY,155.3
0.835,19.8,2.0,0.34,3831.0,3.09,34.435,-119.736,INLAND,39.6
1.546,4.6,2.0,0.45,976.0,2.83,34.801,-119.365,NEAR BAY,124.5
3.634,31.1,4.27,1.05,2591.0,4.42,34.927,-117.694,<1H OCEAN,204.5
2.678,6.9,3.42,0.64,273.0,2.8,36.829,-121.954,<1H OCEAN,204.6
4.348,38.9,4.27,0.94,3870.0,2.59,37.341,-121.492,INLAND,217.3
3.402,41.9,4.35,0.95,449.0,3.77,35.434,-117.455,INLAND,179.9
0.395,28.7,2.0,0.19,4891.0,1.63,41.119,-118.917,INLAND,51.3
4.081,8.6,4.67,0.8,432.0,2.91,37.755,-124.154,INLAND,149.2
1.383,41.1,2.16,0.64,905.0,2.95,39.981,-117.597,INLAND,83.3
3.206,16.7,3.07,0.56,643.0,3.41,41.28,-118.099,NEAR OCEAN,227.5
1.03,12.4,2.0,0.45,881.0,2.53,34.05,-123.514,INLAND,41.7
5.517,25.0,6.84,1.4,546.0,2.86,36.565,-116.825,NEAR BAY,283.8
4.932,48.1,5.65,0.92,4234.0,3.07,36.615,-119.079,NEAR BAY,302.3
2.76,16.2,3.33,0.6,638.0,2.8,35.867,-122.253,<1H OCEAN,172.1
4.822,47.2,5.83,1.24,1471.0,2.85,32.585,-118.706,<1H OCEAN,286.6
1.623,3.7,2.4,0.39,377.0,3.67,40.252,-118.345,<1H OCEAN,84.1
2.113,5.3,2.44,0.45,2287.0,3.46,33.56,-115.099,<1H OCEAN,103.8
5.428,36.6,5.89,1.06,1138.0,3.41,41.957,-116.879,<1H OCEAN,277.5
0.256,10.7,2.0,0.32,4862.0,1.69,39.843,-121.281,<1H OCEAN,101.6
2.826,17.1,3.22,0.59,861.0,3.34,38.01,-123.119,<1H OCEAN,216.9
3.905,8.0,4.29,0.67,461.0,2.33,33.969,-115.768,INLAND,182.2
2.353,17.9,2.92,0.7,710.0,4.59,37.396,-115.839,<1H OCEAN,150.6
6.287,15.3,7.62,1.38,1803.0,2.99,34.981,-122.547,INLAND,272.3
7.3,38.6,8.8,1.74,1491.0,2.84,34.897,-123.679,<1H OCEAN,398.1
4.074,36.8,4.44,0.81,2008.0,4.22,40.381,-117.181,NEAR OCEAN,319.5
1.392,49.7,2.0,0.51,292.0,3.97,36.116,-117.074,NEAR OCEAN,162.4
4.874,37.9,6.49,1.18,1242.0,2.81,36.782,-122.529,<1H OCEAN,279.4
8.86,36.4,10.78,2.08,3429.0,2.06,40.508,-117.618,NEAR BAY,427.1
3.301,36.4,4.5,0.77,337.0,1.59,33.334,-121.511,<1H OCEAN,222.9
2.914,46.0,3.55,0.47,319.0,2.16,38.149,-121.694,NEAR OCEAN,244.4
1.699,16.1,2.0,0.45,1713.0,3.26,37.993,-121.055,INLAND,60.9
3.786,16.3,4.97,1.0,654.0,2.88,36.54,-119.096,<1H OCEAN,222.4
2.973,38.8,2.86,0.59,1490.0,2.25,40.383,-116.255,<1H OCEAN,186.0
0.5,12.7,2.0,0.48,1146.0,2.69,41.457,-119.314,<1H OCEAN,79.4
4.7,47.5,5.57,1.12,5328.0,4.37,36.921,-121.32,NEAR OCEAN,316.2
1.276,28.3,2.0,0.36,2838.0,3.9,36.833,-115.46,INLAND,107.4
9.729,16.3,12.0,2.43,1560.0,4.4,37.27,-123.749,<1H OCEAN,458.6
3.434,40.6,4.54,0.86,564.0,2.45,39.37,-116.329,INLAND,168.0
2.767,16.9,3.69,0.85,564.0,3.65,38.847,-116.456,<1H OCEAN,188.7
3.339,50.1,4.44,0.85,2767.0,3.56,34.617,-121.765,<1H OCEAN,206.0
3.213,51.1,4.36,0.86,1256.0,4.17,33.107,-122.317,NEAR BAY,221.4
2.462,35.0,2.39,0.54,2069.0,3.01,41.518,-115.553,INLAND,139.2
0.953,6.8,2.25,0.68,917.0,2.37,34.98,-118.711,<1H OCEAN,105.3
6.367,14.4,8.19,1.54,331.0,2.28,38.567,-123.84,NEAR BAY,305.6
3.311,27.3,3.88,0.65,685.0,2.99,40.37,-115.392,<1H OCEAN,211.5
5.686,44.4,7.01,1.38,411.0,3.06,35.353,-120.81,<1H OCEAN,326.6
1.057,10.4,2.0,0.33,2027.0,3.22,38.537,-120.878,<1H OCEAN,82.5
1.886,6.3,2.13,0.5,1647.0,1.88,33.525,-117.867,INLAND,68.4
2.331,4.8,2.63,0.54,311.0,4.04,41.714,-117.687,INLAND,90.6
1.419,26.9,2.0,0.29,1365.0,1.92,33.053,-120.767,<1H OCEAN,174.9
4.694,46.1,6.04,1.28,2687.0,4.03,36.663,-122.867,INLAND,209.7
2.697,3.2,3.29,0.84,1634.0,2.74,37.6,-118.777,NEAR OCEAN,206.9
3.725,11.8,3.87,0.69,1059.0,4.48,40.01,-118.048,INLAND,151.4
2.087,36.4,2.0,0.43,649.0,1.6,33.651,-115.698,NEAR OCEAN,183.8
5.826,43.1,6.01,0.98,2817.0,3.94,36.688,-119.456,<1H OCEAN,331.5
5.022,42.2,6.47,1.26,859.0,2.18,35.347,-117.843,<1H OCEAN,256.4
4.608,41.0,5.42,1.11,2520.0,2.12,35.464,-123.756,INLAND,246.0
3.429,7.6,4.49,0.88,2033.0,4.32,39.898,-115.355,<1H OCEAN,172.5
6.369,21.3,9.21,1.85,2233.0,3.6,32.552,-121.028,<1H OCEAN,308.5
5.057,51.2,5.62,1.05,5702.0,1.82,39.616,-117.978,<1H OCEAN,304.7
3.029,51.4,3.8,0.89,1858.0,3.16,40.199,-115.139,NEAR OCEAN,267.3
2.227,31.7,3.39,0.64,242.0,4.12,41.063,-116.195,<1H OCEAN,169.1
2.689,37.2,2.98,0.47,476.0,3.45,38.455,-117.923,<1H OCEAN,176.6
4.186,49.5,4.85,0.97,243.0,3.02,35.668,-117.264,<1H OCEAN,225.2
1.051,23.9,2.0,0.49,453.0,3.92,36.559,-115.091,INLAND,59.4
1.83,8.0,3.47,0.75,276.0,3.29,41.712,-116.179,INLAND,62.6
6.314,35.1,7.9,1.53,1036.0,1.67,40.871,-118.201,<1H OCEAN,378.9
5.514,50.0,6.2,1.42,234.0,3.08,36.903,-117.713,INLAND,263.2
2.703,36.6,2.88,0.57,968.0,3.39,41.459,-122.827,INLAND,111.6
13.407,42.0,12.0,2.23,2949.0,3.18,40.318,-119.598,INLAND,500.0
4.896,22.6,4.97,1.05,1857.0,2.68,41.06,-121.29,<1H OCEAN,279.1
3.331,5.9,3.92,0.77,3658.0,3.37,38.988,-119.98,INLAND,161.2
5.572,9.6,6.69,1.33,508.0,3.15,40.648,-117.678,NEAR BAY,274.4
2.165,51.1,2.62,0.61,1109.0,1.41,40.972,-122.808,<1H OCEAN,175.1
1.946,26.2,2.0,0.37,660.0,1.94,33.374,-124.126,<1H OCEAN,160.1
2.958,1.6,3.72,0.72,1017.0,3.25,41.67,-120.331,<1H OCEAN,150.9
3.233,49.7,3.39,0.55,1177.0,3.6,35.669,-121.078,INLAND,176.1
1.949,26.4,2.22,0.39,244.0,2.38,36.679,-120.096,INLAND,104.8
6.81,43.6,7.8,1.58,519.0,3.59,40.023,-114.988,<1H OCEAN,368.0
2.546,29.0,3.63,0.67,1664.0,3.4,38.817,-117.229,<1H OCEAN,174.3
0.873,6.2,2.0,0.23,1979.0,2.85,40.984,-121.025,NEAR BAY,58.6
3.435,32.4,4.79,1.02,1211.0,3.34,36.305,-122.507,INLAND,167.9
2.814,51.9,3.45,0.76,579.0,3.32,36.046,-118.115,NEAR BAY,186.5
5.213,2.8,6.47,1.36,823.0,3.7,32.801,-117.724,NEAR OCEAN,335.3
2.183,43.9,2.66,0.44,321.0,3.74,36.896,-119.464,<1H OCEAN,207.5
4.72,13.0,5.24,1.05,3874.0,2.17,39.379,-122.172,<1H OCEAN,226.3
3.748,21.1,4.7,0.96,2636.0,2.41,35.361,-124.014,INLAND,149.7
5.764,20.0,6.7,1.4,281.0,4.18,36.896,-121.643,<1H OCEAN,250.4
3.416,46.8,4.26,0.91,419.0,3.71,34.584,-119.728,<1H OCEAN,238.8
1.883,26.7,2.56,0.37,1244.0,3.51,39.841,-116.421,<1H OCEAN,135.2
3.863,23.8,5.59,1.29,517.0,3.64,33.075,-115.762,NEAR BAY,229.0
1.547,42.7,2.09,0.3,3469.0,3.91,39.201,-120.171,<1H OCEAN,135.3
0.624,3.5,2.0,0.24,1891.0,3.11,36.1,-116.339,<1H OCEAN,45.7
1.983,5.4,2.71,0.25,583.0,2.7,32.895,-114.366,INLAND,87.9
5.978,2.1,7.06,1.48,207.0,3.45,40.608,-117.134,NEAR OCEAN,356.6
8.383,36.1,10.4,2.22,2128.0,2.98,37.133,-117.014,NEAR BAY,413.6
1.038,27.8,2.0,0.34,862.0,4.24,38.194,-115.205,INLAND,43.2
5.404,45.7,6.28,1.08,1434.0,4.23,39.454,-120.919,<1H OCEAN,299.7
7.607,26.4,8.58,1.8,606.0,3.71,38.723,-124.188,<1H OCEAN,385.7
1.516,12.3,2.15,0.3,385.0,1.98,39.443,-114.43,NEAR BAY,116.4
6.85,42.1,7.94,1.65,1550.0,2.12,39.742,-119.395,INLAND,285.7
1.299,16.0,2.0,0.31,918.0,1.95,38.097,-116.443,INLAND,105.2
2.967,48.7,3.56,0.67,522.0,3.15,35.974,-116.175,<1H OCEAN,177.4
4.015,13.8,4.68,0.97,378.0,3.74,34.81,-120.325,<1H OCEAN,267.1
1.604,9.6,2.0,0.43,1242.0,2.75,41.078,-118.887,INLAND,70.0
6.616,26.2,8.59,1.73,1752.0,2.48,41.714,-118.901,NEAR OCEAN,393.5
3.156,3.6,3.59,0.87,601.0,3.08,35.898,-122.098,ISLAND,183.4
5.119,2.9,6.94,1.56,1794.0,2.37,33.567,-123.124,NEAR OCEAN,279.5
1.672,26.3,2.0,0.58,443.0,3.21,34.614,-118.864,INLAND,114.5
8.662,12.0,11.15,2.21,696.0,2.81,38.871,-123.099,INLAND,368.4
4.303,1.5,5.21,1.05,1839.0,2.47,34.143,-120.839,NEAR OCEAN,261.4
4.196,16.1,5.47,1.23,1495.0,3.09,39.911,-122.439,<1H OCEAN,245.3
3.973,25.3,4.12,0.76,579.0,3.71,41.269,-117.231,NEAR BAY,226.4
4.234,21.1,4.43,0.84,356.0,1.78,41.655,-115.58,INLAND,142.2
4.837,7.9,5.93,1.19,252.0,3.13,32.589,-118.521,NEAR BAY,215.6
2.551,30.6,2.55,0.51,2384.0,1.32,41.602,-120.198,NEAR OCEAN,216.1
1.245,37.2,2.16,0.4,294.0,2.8,39.532,-114.334,<1H OCEAN,123.2
1.288,35.5,2.0,0.31,346.0,3.56,33.298,-124.088,<1H OCEAN,128.1
3.32,21.1,3.66,0.82,526.0,3.82,36.445,-121.257,<1H OCEAN,192.9
7.736,8.0,8.82,1.73,908.0,2.58,39.15,-121.513,<1H OCEAN,343.4
2.953,26.5,3.4,0.7,2072.0,2.57,41.589,-120.738,<1H OCEAN,161.6
6.154,46.4,7.1,1.42,541.0,2.82,34.059,-121.994,INLAND,266.4
3.035,24.9,3.89,0.85,1141.0,2.12,33.713,-121.657,<1H OCEAN,206.4
7.23,11.0,8.64,1.77,314.0,3.13,36.987,-121.723,<1H OCEAN,331.6
4.172,5.7,5.59,1.09,949.0,2.2,41.697,-119.243,NEAR BAY,242.3
3.818,49.1,4.9,0.94,435.0,3.45,41.728,-120.389,<1H OCEAN,221.3
5.818,38.9,6.55,1.3,485.0,2.43,34.665,-117.907,NEAR OCEAN,377.5
4.143,17.0,4.76,0.84,748.0,2.74,35.534,-119.156,<1H OCEAN,219.0
4.716,16.1,5.23,0.97,1919.0,3.4,41.126,-122.466,NEAR OCEAN,285.3
3.282,46.7,3.51,0.75,1835.0,3.51,39.481,-116.2,<1H OCEAN,212.6
3.971,10.1,3.87,0.8,843.0,3.47,41.737,-119.578,INLAND,178.5
1.373,28.3,2.12,0.33,352.0,3.21,40.985,-122.768,INLAND,82.6
6.567,37.4,8.53,1.69,595.0,2.13,34.543,-122.631,NEAR BAY,345.4
6.692,21.2,7.54,1.35,1045.0,2.97,39.717,-116.33,<1H OCEAN,333.0
2.633,3.0,2.62,0.54,2643.0,2.86,32.961,-117.27,<1H OCEAN,146.4
3.101,12.6,4.0,0.77,4340.0,2.66,40.269,-119.235,NEAR OCEAN,246.1
8.551,47.0,9.85,2.18,1418.0,3.06,38.215,-121.239,<1H OCEAN,431.3
2.681,27.7,3.85,0.83,718.0,2.31,41.583,-119.695,<1H OCEAN,190.9
5.009,42.6,5.65,1.04,1619.0,2.97,41.62,-117.935,INLAND,238.4
3.67,29.3,3.33,0.57,692.0,2.76,32.983,-115.507,<1H OCEAN,211.8
1.103,49.1,2.0,0.46,1379.0,2.63,34.025,-118.741,<1H OCEAN,181.3
4.27,47.4,4.83,1.05,535.0,2.11,37.1,-121.533,<1H OCEAN,283.3
1.182,25.6,2.0,0.59,573.0,2.09,40.855,-123.873,<1H OCEAN,107.0
6.478,17.2,7.6,1.64,294.0,4.07,40.237,-122.545,INLAND,313.9
2.855,31.7,3.71,0.79,854.0,3.09,41.662,-117.798,<1H OCEAN,208.1
1.426,35.4,2.0,0.54,1355.0,4.45,38.372,-122.696,NEAR OCEAN,153.5
5.259,26.4,6.47,1.3,2066.0,4.49,34.937,-119.485,NEAR BAY,299.1
1.141,42.9,2.0,0.4,2195.0,3.98,32.739,-117.31,<1H OCEAN,138.3
1.196,10.3,2.0,0.28,6063.0,1.97,34.618,-121.218,NEAR OCEAN,149.4
8.798,18.1,9.86,2.12,310.0,4.13,38.915,-117.609,NEAR BAY,436.6
5.911,36.0,7.29,1.47,1015.0,2.9,41.3,-118.489,INLAND,272.0
3.405,13.6,4.45,0.88,1084.0,2.78,35.549,-119.911,ISLAND,156.9
4.349,23.4,5.39,1.0,2159.0,2.66,40.819,-115.328,<1H OCEAN,215.6
1.746,50.2,2.0,0.52,572.0,2.72,36.252,-117.379,NEAR OCEAN,182.8
3.638,32.9,4.66,1.03,286.0,3.32,35.429,-120.694,INLAND,211.8
1.532,49.4,2.0,0.31,652.0,4.84,37.334,-116.257,<1H OCEAN,163.8
1.498,37.8,2.15,0.48,5157.0,1.69,36.702,-116.919,INLAND,101.0
5.41,38.0,6.45,1.37,2956.0,4.55,41.181,-116.383,INLAND,248.9
2.437,31.2,2.21,0.32,804.0,4.21,36.948,-117.89,<1H OCEAN,154.0
2.191,8.3,2.54,0.57,2708.0,2.86,35.135,-120.506,<1H OCEAN,115.2
4.104,27.5,4.45,0.93,240.0,2.6,40.504,-120.814,INLAND,206.1
2.135,13.9,2.33,0.53,653.0,1.92,41.988,-117.758,INLAND,129.8
2.806,51.9,3.41,0.88,1757.0,2.27,38.658,-122.991,INLAND,167.4
8.081,14.6,10.19,2.33,500.0,2.51,34.879,-116.101,INLAND,325.1
1.189,12.8,2.0,0.52,465.0,2.92,34.769,-120.597,<1H OCEAN,99.6
7.358,32.8,8.93,1.81,2575.0,2.98,33.048,-117.996,<1H OCEAN,384.4
14.122,27.1,12.0,2.46,1348.0,3.61,33.234,-119.309,NEAR OCEAN,500.0
1.256,2.1,2.0,0.44,5614.0,3.52,41.192,-119.107,NEAR OCEAN,138.7
1.393,7.6,2.0,0.64,374.0,3.19,33.417,-116.92,INLAND,51.0
4.564,42.4,5.29,1.07,728.0,2.97,37.101,-118.033,ISLAND,253.2
0.575,25.7,2.0,0.36,647.0,3.91,39.132,-121.797,NEAR BAY,91.1
3.455,8.4,4.42,0.94,2746.0,3.67,40.578,-123.558,<1H OCEAN,163.3
1.946,24.7,2.0,0.61,554.0,3.36,34.127,-115.898,<1H OCEAN,160.0
6.596,13.9,7.45,1.39,723.0,2.68,36.659,-115.451,<1H OCEAN,287.6
2.559,12.4,3.16,0.56,385.0,3.88,34.889,-122.655,INLAND,133.6
3.799,49.8,4.13,0.75,1992.0,3.67,34.93,-121.205,NEAR OCEAN,271.3
4.93,19.5,5.92,1.07,526.0,2.8,35.386,-121.477,<1H OCEAN,260.4
4.328,3.4,5.27,0.96,285.0,1.47,38.078,-114.926,NEAR OCEAN,277.0
3.255,50.5,3.63,0.82,885.0,3.08,32.657,-122.252,INLAND,164.8
5.064,41.5,6.1,1.24,796.0,2.45,36.383,-122.635,INLAND,221.0
1.067,14.0,2.0,0.27,435.0,3.57,34.275,-122.482,<1H OCEAN,109.6
5.893,21.9,6.5,1.37,372.0,3.17,41.688,-117.001,<1H OCEAN,347.2
2.68,45.0,3.49,0.73,2922.0,1.66,38.036,-115.42,INLAND,158.9
4.712,19.2,4.64,1.02,284.0,3.24,40.747,-120.366,NEAR OCEAN,278.7
3.171,29.9,4.74,0.89,326.0,4.37,34.359,-122.939,NEAR OCEAN,233.8
2.195,28.3,2.9,0.46,537.0,2.88,40.195,-118.443,INLAND,100.9
3.023,21.5,4.14,0.9,3865.0,2.99,36.44,-122.201,<1H OCEAN,167.4
3.868,33.6,4.97,1.08,307.0,2.73,34.188,-123.658,<1H OCEAN,243.6
4.246,25.1,5.07,0.9,2231.0,3.06,39.732,-115.438,NEAR OCEAN,273.4
3.909,2.1,4.3,0.88,2871.0,4.23,39.739,-115.592,<1H OCEAN,214.4
2.092,42.5,2.5,0.44,770.0,3.84,41.961,-114.541,INLAND,65.4
1.629,6.8,2.37,0.57,618.0,2.54,39.919,-119.56,INLAND,84.4
1.739,24.7,2.0,0.47,1558.0,2.94,33.88,-121.36,<1H OCEAN,127.5
2.789,30.6,3.42,0.81,1655.0,2.99,35.564,-116.602,INLAND,115.9
4.67,37.0,4.7,0.86,2017.0,3.33,36.791,-122.495,NEAR BAY,239.6
4.859,22.0,5.43,1.02,2330.0,3.34,33.703,-121.867,NEAR OCEAN,283.5
2.27,38.5,2.3,0.42,575.0,2.92,39.986,-121.743,NEAR OCEAN,203.1
3.266,7.7,4.76,0.9,1594.0,2.0,37.504,-114.784,<1H OCEAN,204.6
